2023-02-25 22:01:27,116 [AppLog] INFO : 退出手动调试子模块，未执行修改
==========================================================================
2023-02-25 22:01:29,441 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:02:10,937 [AppLog] INFO : 退出手动调试子模块，未执行修改
==========================================================================
2023-02-25 22:02:11,904 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:02:13,308 [AppLog] INFO : 退出手动调试子模块，未执行修改
==========================================================================
2023-02-25 22:02:14,213 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:02:16,740 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:02:17,614 [AppLog] INFO : 显示模组校准栏
2023-02-25 22:02:20,640 [AppLog] INFO : 不显示模组校准栏
2023-02-25 22:02:22,621 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:18:14,332 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:18:18,248 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:18:18,482 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:18:19,761 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:18:20,073 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:18:20,369 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:18:20,572 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:19:14,720 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:19:14,970 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:19:15,391 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:19:15,594 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:19:16,171 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:19:16,545 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:19:16,717 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:21:58,848 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:22:58,955 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:22:59,360 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:23:00,031 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:23:01,763 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:23:18,751 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:23:20,701 [AppLog] INFO : 退出手动调试子模块，未执行修改
==========================================================================
2023-02-25 22:23:22,636 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:23:26,894 [AppLog] INFO : 初始化喷墨控制器！
2023-02-25 22:23:26,926 [AppLog] INFO : 红外灯控制器485通讯建立失败：串口打开失败：请检查子站电源及物理连接！
2023-02-25 22:23:27,893 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:23:29,016 [AppLog] INFO : 电气控制模块：手动关闭端口14
2023-02-25 22:23:30,014 [AppLog] INFO : 电气控制模块：手动关闭端口15
2023-02-25 22:23:30,982 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:23:34,460 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:23:35,599 [AppLog] INFO : 关闭系统：一键关闭系统开始！
2023-02-25 22:23:40,669 [AppLog] INFO : 关闭系统：一键关闭系统结束！
2023-02-25 22:23:40,669 [AppLog] INFO : 喷墨控制器的所有轴输出关闭！
2023-02-25 22:23:40,685 [AppLog] INFO : 喷墨控制器关闭！
2023-02-25 22:23:40,685 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:24:02,837 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:24:03,976 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:24:03,976 [AppLog] INFO : 开启系统：一键启动系统开始！
2023-02-25 22:24:09,046 [AppLog] INFO : 开启系统：一键启动系统结束！
2023-02-25 22:24:33,413 [AppLog] INFO : 初始化喷墨控制器！
2023-02-25 22:24:33,444 [AppLog] INFO : 红外灯控制器485通讯建立失败：串口打开失败：请检查子站电源及物理连接！
2023-02-25 22:24:34,520 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:24:36,236 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:24:38,140 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:24:39,138 [AppLog] INFO : 关闭系统：一键关闭系统开始！
2023-02-25 22:24:44,208 [AppLog] INFO : 关闭系统：一键关闭系统结束！
2023-02-25 22:24:44,208 [AppLog] INFO : 喷墨控制器的所有轴输出关闭！
2023-02-25 22:24:44,364 [AppLog] INFO : 喷墨控制器关闭！
2023-02-25 22:24:44,364 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:24:45,503 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:24:48,077 [AppLog] INFO : 软件及设备关停中：墨车所有方向运动确认停止（X,Y,Y2)： bImmeStop{False},nAxisMask{0x7}
2023-02-25 22:24:48,077 [AppLog] INFO : 软件及设备关停中：喷墨控制器板卡系统关闭（X,Y,Y2)：DEV_CloseDevice
2023-02-25 22:24:48,748 [AppLog] INFO : 软件及设备关停成功
==========================================================================
操作系统:{Microsoft Windows 7 旗舰版 }
运行环境:{ .Net Framework Enviroment Version 4.0.30319.42000}
盘符：D
CPU使用率：{37.49966%} ，可用内存大小:{13688MB}，硬盘剩余空间：
  盘符 C:\ 的剩余空间：82 GB
  盘符 D:\ 的剩余空间：97 GB
==========================================================================
2023-02-25 22:26:30,915 [AppLog] INFO : 软件开机密码正确，登录成功1次
==========================================================================
操作系统:{Microsoft Windows 7 旗舰版 }
运行环境:{ .Net Framework Enviroment Version 4.0.30319.42000}
盘符：D
CPU使用率：{35.71395%} ，可用内存大小:{14460MB}，硬盘剩余空间：
  盘符 C:\ 的剩余空间：82 GB
  盘符 D:\ 的剩余空间：97 GB
硬件配置情况：
  CPU 厂家: GenuineIntel CPU 型号: Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz
  内存条厂家: Kingston 内存条型号: 99P5471-043.A00LF 
  内存条厂家: Kingston 内存条型号: 99P5471-043.A00LF 
  硬盘厂家: (标准磁盘驱动器) 硬盘型号: Micron_1300_MTFDDAK256TDL ATA Device
==========================================================================
2023-02-25 22:26:30,931 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:26:30,931 [AppLog] INFO : 开启系统：一键启动系统开始！
2023-02-25 22:26:36,001 [AppLog] INFO : 开启系统：一键启动系统结束！
2023-02-25 22:27:13,769 [AppLog] INFO : 初始化喷墨控制器！
2023-02-25 22:27:14,065 [AppLog] INFO : 红外灯控制器485通讯建立！
2023-02-25 22:27:14,065 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:27:15,344 [AppLog] INFO : 电气控制模块：手动打开端口14
2023-02-25 22:27:15,984 [AppLog] INFO : 电气控制模块：手动打开端口15
2023-02-25 22:27:16,889 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:27:17,638 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:27:19,572 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:32,551 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:32,707 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:34,392 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:35,437 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:36,436 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:36,514 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:36,623 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:36,685 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:36,794 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:36,857 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:36,982 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:37,028 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:37,138 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:37,200 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:37,325 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:37,372 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:37,465 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:37,559 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:37,637 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:41,584 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:27:42,832 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:27:44,735 [AppLog] INFO : 退出手动调试子模块，未执行修改
==========================================================================
2023-02-25 22:27:47,543 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:27:48,806 [AppLog] INFO : 电气控制模块：手动关闭端口14
2023-02-25 22:27:50,054 [AppLog] INFO : 电气控制模块：手动关闭端口15
2023-02-25 22:27:50,819 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:27:54,126 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:27:55,436 [AppLog] INFO : 关闭系统：一键关闭系统开始！
2023-02-25 22:28:00,647 [AppLog] INFO : 关闭系统：一键关闭系统结束！
2023-02-25 22:28:00,678 [AppLog] INFO : 喷墨控制器的所有轴输出关闭！
2023-02-25 22:28:00,678 [AppLog] INFO : 喷墨控制器关闭！
2023-02-25 22:28:00,678 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:30:07,553 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:30:59,657 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:30:59,657 [AppLog] INFO : 开启系统：一键启动系统开始！
2023-02-25 22:31:04,727 [AppLog] INFO : 开启系统：一键启动系统结束！
2023-02-25 22:31:29,016 [AppLog] INFO : 初始化喷墨控制器！
2023-02-25 22:31:29,157 [AppLog] INFO : 红外灯控制器485通讯建立！
2023-02-25 22:31:29,157 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:31:30,342 [AppLog] INFO : 电气控制模块：手动打开端口14
2023-02-25 22:31:31,278 [AppLog] INFO : 电气控制模块：手动打开端口15
2023-02-25 22:31:31,949 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:31:32,729 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:31:33,915 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:34,102 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:34,289 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:34,742 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:34,851 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:39,718 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:39,858 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:39,936 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:40,014 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:40,124 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:40,170 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:40,311 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:40,342 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:40,436 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:40,498 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:40,607 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:41,122 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:41,216 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:41,294 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:41,387 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:41,481 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:41,543 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:41,637 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:41,715 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:43,540 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:43,618 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:44,273 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:44,351 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:44,523 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:44,585 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:44,663 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:44,757 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:44,819 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:44,913 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:45,615 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:45,693 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:45,802 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:45,880 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:45,974 [AppLog] INFO : 手动负向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第1轴},运动速度{5MM/s}
2023-02-25 22:31:46,067 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第1轴}
2023-02-25 22:31:48,688 [AppLog] INFO : 退出手动调试子模块,已执行修改
==========================================================================
2023-02-25 22:31:50,950 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:31:51,964 [AppLog] INFO : 关闭系统：一键关闭系统开始！
2023-02-25 22:31:57,159 [AppLog] INFO : 关闭系统：一键关闭系统结束！
2023-02-25 22:31:57,159 [AppLog] INFO : 喷墨控制器的所有轴输出关闭！
2023-02-25 22:31:57,190 [AppLog] INFO : 喷墨控制器关闭！
2023-02-25 22:31:57,190 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:31:59,780 [AppLog] INFO : 电气控制模块：手动关闭端口14
2023-02-25 22:32:00,388 [AppLog] INFO : 电气控制模块：手动关闭端口15
2023-02-25 22:32:01,074 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:51:52,293 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:51:54,898 [AppLog] INFO : 电气控制模块：手动打开端口6
2023-02-25 22:51:56,395 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:54:49,150 [AppLog] INFO : 开启系统：板卡通讯，伺服供电，照明系统，UV/HR固化系统！
2023-02-25 22:54:49,150 [AppLog] INFO : 开启系统：一键启动系统开始！
2023-02-25 22:54:54,220 [AppLog] INFO : 开启系统：一键启动系统结束！
2023-02-25 22:55:18,712 [AppLog] INFO : 初始化喷墨控制器！
2023-02-25 22:55:18,853 [AppLog] INFO : 红外灯控制器485通讯建立！
2023-02-25 22:55:18,853 [AppLog] INFO : 进入电气控制模块
2023-02-25 22:55:21,801 [AppLog] INFO : 退出电气控制模块
2023-02-25 22:55:22,753 [AppLog] INFO : 进入手动调试子模块！
2023-02-25 22:55:24,141 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:24,391 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:24,531 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:31,832 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:32,003 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:32,253 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:32,440 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:32,674 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:32,893 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:33,111 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:33,439 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:33,595 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:55:33,797 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第2轴},运动速度{50MM/s}
2023-02-25 22:55:33,891 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第2轴}
2023-02-25 22:58:00,313 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:00,344 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:58:00,640 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:00,640 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:00,765 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:58:00,890 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:58:01,857 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:02,060 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:58:02,278 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:02,403 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:58:30,795 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:58:30,920 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:03,119 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:03,228 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:10,326 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:10,435 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:14,959 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:15,084 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:27,221 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:27,345 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:27,907 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:27,985 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:28,765 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:28,827 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:29,202 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:29,311 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
2023-02-25 22:59:29,639 [AppLog] INFO : 手动正向JOG指令（8轴运控板卡系统） ====》：输出AXIS{第3轴},运动速度{1MM/s}
2023-02-25 22:59:29,701 [AppLog] INFO : 手动停止JOG输出（8轴运控板卡系统） ====》：输出AXIS{第3轴}
